Unnamed: 0,latitude,longitude,name,Area
1426,1.302996116,103.7459578,AFT PANDAN RD,None
1427,1.383746364,103.7606945,WEST VIEW PRI SCH,None
1428,1.417807343,103.7547855,BEF JLN BUMBONG,None
1429,1.347774005,103.97213,SEAMAP,None
1430,1.304803796,103.7693658,BLK 610,None
1431,1.353440792,103.8779448,AFT UPP S'GOON SHOP CTR,None
1432,1.398495634,103.8729752,OPP JLN TARI LILIN,None
1433,1.430161112,103.8287894,BLK 701,None
1434,1.376484881,103.8500873,NANYANG POLY,None
1435,1.320694491,103.9426825,BLK 71,None
1436,1.414235852,103.9094216,OPP PUNGGOL 17TH AVE,None
1437,1.410530655,103.752279,OPP KIM HOCK CORP PTE LTD,None
1438,1.339152224,103.7635733,AFT TOH TUCK RISE,None
1439,1.339401047,103.7639057,BEF TOH TUCK RISE,None
1440,1.403501667,103.747729,OPP BLK 670,None
1441,1.333115849,103.9159963,CHRIST CH,None
1442,1.306299606,103.8017397,BLK 97,None
1443,1.438947018,103.794132,AFT 888 PLAZA,None
1444,1.338010457,103.8482708,OPP JACKSON SQ,None
1445,1.329172601,103.8970613,BLK 3023,None
1446,1.355947727,103.9371769,BET BLKS 701/702,None
1447,1.357951598,103.8451725,OPP BISHAN NTH SHOP MALL,None
1448,1.325889855,103.719071,OPP CORPORATION PL,None
1449,1.381536936,103.7513802,OPP CCK POLYCLINIC,None
1450,1.404502404,103.7018533,AFT LP 161,None
1451,1.352659225,103.8883713,BLK 115,None
1452,1.327470552,103.6455498,OPP KYOCERA CHEMICAL,None
1453,1.3332124,103.9561696,EXPO HALLS 1/2/3,None
1454,1.433531837,103.7079172,OPP LIM CHU KANG LANE 4,None
1455,1.394161906,103.91607,RIVIERA STN EXIT A,None
1456,1.344987139,103.7461301,BLK 190,None
1457,1.374202535,103.9497612,PASIR RIS INT,None
1458,1.32852369,103.8663622,OPP ST. ANDREW'S VILLAGE,None
1459,1.329951339,103.7429281,OPP JURONG TOWN HALL,None
1460,1.349354281,103.7579381,BLK 254,None
1461,1.304238696,103.76452,BLK 726 CLEMENTI WEST MKT,None
1462,1.308020993,103.7337207,SANMINA-SCI,None
1463,1.327639081,103.6855426,AFT FIFTH LOK YANG RD,None
1464,1.286068723,103.8386912,OPP BLK 13,None
1465,1.319263623,103.8257131,AFT STEVENS STN,None
1466,1.413357667,103.7559403,AFT JLN BUMBONG,None
1467,1.330968233,103.6738475,PASIR LABA CAMP,None
1468,1.325659323,103.8557832,ST. MICHAEL'S TER,None
1469,1.41920084,103.8638932,OPP SELETAR AIRPORT,None
1470,1.293853362,103.7670387,VARSITY PK,None
1471,1.333282472,103.9390379,BLK 88,None
1472,1.441828445,103.8030896,OPP BLK 793,None
1473,1.328979053,103.8025678,OPP NATL JC,None
1474,1.375086934,103.8951594,BLK 421,None
1475,1.381813825,103.7453612,BLK 220,None
1476,1.372074764,103.8332154,ST NICHOLAS GIRLS',None
1477,1.331143675,103.8502036,OPP TOA PAYOH SWIM CPLX,None
1478,1.375135652,103.9621541,OPP BLK 233,None
1479,1.386678772,103.8962908,BLK 206A,None
1480,1.324755651,103.8102061,OPP CORONATION PLAZA,None
1481,1.378890704,103.8789124,BLK 969,None
1482,1.466432533,103.8106917,AFT SENOKO WAY,None
1483,1.299882555,103.7930138,OPP WEYHILL CL,None
1484,1.269722762,103.8128477,OPP CHR COMMUNITY CHAPEL,None
1485,1.328236355,103.9053848,BLK 322,None
1486,1.351198077,103.9309621,BLK 888,None
1487,1.349842271,103.9343446,BLK 831,None
1488,1.365461447,103.7506306,HOMETEAMNS,None
1489,1.363579978,103.8479363,TECK GHEE CT,None
1490,1.384955792,103.9718518,AFT LOYANG WAY,None
1491,1.320997414,103.9433222,SIGLAP CC / OPP BLK 71,None
1492,1.300373892,103.8572016,PARKVIEW SQ,None
1493,1.423196848,103.7501913,AFT LCS OPTIROC PTE LTD,None
1494,1.413575773,103.7518989,SIT LEY TIMBER,None
1495,1.43436284,103.772573,MARSILING PR SCH,None
1496,1.388260441,103.9872226,BLK 5,None
1497,1.287119474,103.8397791,BLK 8,None
1498,1.373696021,103.7142881,TENGAH AIR BASE,None
1499,1.280368335,103.8271457,BLK 201,None
1500,1.375648923,103.855781,OPP ITE COLLEGE CTRL,None
1501,1.30454796,103.7429047,OPP CALTEX S'PORE,None
1502,1.329511542,103.6864965,AFT KIAN TECK RD,None
1503,1.314317537,103.906908,BEF STILL RD,None
1504,1.419168871,103.7021463,B20 LIM CHU KANG RD,None
1505,1.346234721,103.7029297,JURONG WEST SUB-STN,None
1506,1.268396341,103.8162476,BEF SEAH IM RD,None
1507,1.319294971,103.9259461,AFT SWAN LAKE AVE,None
1508,1.327579782,103.645264,KYOCERA CHEMICAL,None
1509,1.314645057,103.8405858,OPP NEWTON LIFE CH,None
1510,1.434709049,103.7508943,OPP SHINGDA CONSTRUCTION,None
1511,1.340858993,103.6971474,BLK 639,None
1512,1.373891198,103.8755172,BLK 504A CP,None
1513,1.346655964,103.7592601,CH OF ST MARY,None
1514,1.348804939,103.9511971,ANGSANA PR SCH,None
1515,1.299039252,103.8267571,GRAMERCY PK,None
1516,1.371266165,103.9621896,BLK 242,None
1517,1.439485067,103.7977643,BLK 666,None
1518,1.388666522,103.8344195,AFT LENTOR ST,None
1519,1.309806539,103.6792035,BEF BENOI RD,None
1520,1.309440907,103.8965551,TG KATONG SEC SCH,None
1521,1.33701879,103.8597198,BLK 231,None
1522,1.347898903,103.7358273,AFT BT BATOK RD,None
1523,1.369318191,103.8719148,BLK 112,None
1524,1.31120525,103.8011052,AFT ESTORIL MANSIONS,None
1525,1.371400615,103.8917283,OPP HOUGANG CTRL INT,None
1526,1.265958292,103.8200915,HARBOURFRONT STN EXIT A,None
1527,1.495439378,103.7431794,LARKIN TER,None
1528,1.327663582,103.6885732,BEF KIAN TECK RD,None
1529,1.356020054,103.9873427,CHANGI AIRPORT PTB3,None
1530,1.286300415,103.8082835,BLK 1,None
1531,1.436056518,103.7976152,BLK 664,None
1532,1.288126941,103.8335247,BLK 94,None
1533,1.450909353,103.8284646,BLK 592C,None
1534,1.280206605,103.8402425,OUTRAM PK STN EXIT H,None
1535,1.277462886,103.8383361,BLK 3,None
1536,1.345500707,103.969968,SATS CATERING,None
1537,1.313615543,103.7012229,BEF TG KLING RD,None
1538,1.321250585,103.7900955,OPP REGENT VILLA,None
1539,1.336422794,103.8460577,BLK 138B,None
1540,1.28914153,103.6302373,MULTICO,None
1541,1.348586983,103.7545484,BLK 229,None
1542,1.322840116,103.6987043,MARKONO HOLDINGS,None
1543,1.304544539,103.828926,OPP FOUR SEASONS HOTEL,None
1544,1.320259963,103.9470272,BLK 163,None
1545,1.326328059,103.7643346,OPP LOGISHUB @ CLEMENTI,None
1546,1.30986961,103.7681661,OPP BLK 420A,None
1547,1.315438783,103.6452168,HIAP SENG ENGRG LTD,None
1548,1.364572844,103.9589866,OPP BLK 187,None
1549,1.298578524,103.8023688,BLK 42,None
1550,1.362507731,103.9310644,BEF TAMPINES AVE 9,None
1551,1.291239257,103.8040315,TIONG GHEE TP,None
1552,1.364679452,103.9618634,OPP WHITE SANDS PRI SCH,None
1553,1.411488885,103.7000587,OPP LP 173,None
1554,1.376571967,103.9133792,BEF TPE,None
1555,1.346504555,103.7518259,BT VIEW SEC SCH,None
1556,1.332301251,103.9301327,BKJ 515,None
1557,1.336656544,103.7494082,OPP JURONG EAST WAREHSE,None
1558,1.450521212,103.8166145,BLK 474,None
1559,1.355586938,103.7619808,HILLVIEW APTS,None
1560,1.343404307,103.7121367,BLK 191,None
1561,1.369693001,103.9484728,OPP BLK 569,None
1562,1.311267315,103.9334363,HUA XIN CT,None
1563,1.31430767,103.935768,OPP EVERGREEN AVE,None
1564,1.342177385,103.8360625,MACRITCHIE RESERVOIR,None
1565,1.43451248,103.8299593,BLK 121,None
1566,1.387562636,103.9792346,OPP OLD PIER ROAD,None
1567,1.30834996,103.7883109,BLK 15,None
1568,1.387658664,103.9783669,AFT OLD PIER RD,None
1569,1.381881327,103.8817641,OPP BLK 984A,None
1570,1.383466303,103.8824916,BLK 991B,None
1571,1.37315288,103.9265722,T5@TAMPINES,None
1572,1.321690367,103.9323851,BLK 3,None
1573,1.291668508,103.826142,BLK 4,None
1574,1.333470591,103.9388767,BLK 99,None
1575,1.327538331,103.674591,AFT JOO KOON CRES,None
1576,1.371614662,103.7675845,CASHEW PK CONDO,None
1577,1.290070328,103.7891702,BEF REUTERS,None
1578,1.324592501,103.8532441,BEF KIM KEAT LANE,None
1579,1.369221817,103.8780186,OPP BLK 634,None
1580,1.347790851,103.6865037,OPP HALL 6,None
1581,1.337322324,103.950686,OPP BLK 3012,None
1582,1.359867949,103.9553492,BLK 464,None
1583,1.317484674,103.6297329,BEF TUAS STH AVE 2,None
1584,1.353659187,103.8910022,BLK 106,None
1585,1.336445706,103.7350173,BLK 118,None
1586,1.333291792,103.9315435,BLK 509,None
1587,1.372333459,103.8977056,BLK 465A,None
1588,1.336373809,103.9183157,BET BLKS 705/706,None
1589,1.319754531,103.7736234,PINE GR CONDO,None
1590,1.310870517,103.8942809,AFT IPOH LANE,None
1591,1.371401328,103.88699,BLK 602,None
1592,1.381152428,103.7659084,OPP LOMPANG RD,None
1593,1.307983588,103.8952161,TG KATONG GIRLS' SCH,None
1594,1.335722201,103.7571599,OPP UNI-TECH CTR,None
1595,1.373940518,103.7525745,BT BATOK FIRE STN,None
1596,1.361290255,103.8903098,THE TEMBUSU,None
1597,1.348212065,103.8801825,OPP BETHANY PRESBY CH,None
1598,1.376751283,103.9562447,OPP DOWNTOWN EAST,None
1599,1.336218593,103.8553544,UNITED MEDICARE CTR,None
1600,1.420491348,103.8349728,BLK 608,None
1601,1.302794833,103.8012253,OPP QUEENSWAY SEC SCH,None
1602,1.297085677,103.8076812,OPP QUEENSTOWN PR SCH,None
1603,1.354058833,103.9314436,BLK 874,None
1604,1.384483664,103.7650455,BLK 532,None
1605,1.385167364,103.9997667,POLICE PASS OFF,None
1606,1.373209617,103.7702561,OPP BT PANJANG PR SCH,None
1607,1.302739448,103.8299127,BEF ORCHARD BLVD,None
1608,1.273787339,103.8285241,ST. TERESA'S CH,None
1609,1.317287265,103.6582332,AFT TUAS AVE 5,None
1610,1.385625602,103.8459411,BEF ANG MO KIO AVE 9,None
1611,1.273198688,103.8130092,OPP BLK 55,None
1612,1.458739684,103.836554,AFT ANDREWS AVE,None
1613,1.378513594,103.7435161,AFT BLK 272,None
1614,1.327762635,103.8408974,OPP TAN TONG MENG TWR,None
1615,1.377280341,103.8379142,BLK 617,None
1616,1.348569124,103.8748322,BLK 421,None
1617,1.277422028,103.8321581,BLK 149,None
1618,1.378050111,103.8895492,BLK 537,None
1619,1.374956468,103.861755,BLK 5056,None
1620,1.391263926,103.8460583,OPP UE BIZHUB CTRL,None
1621,1.3783263,103.8472053,OPP NANYANG POLY,None
1622,1.389381836,103.8406743,AFT YIO CHU KANG RD,None
1623,1.373563472,103.7729091,OPP BLK 219,None
1624,1.424343596,103.8256465,KHATIB CAMP,None
1625,1.303978202,103.697289,JURONG SHIPYARD,None
1626,1.33325962,103.7921565,AFT SWISS CLUB RD,None
1627,1.411112984,103.7832437,LP 162,None
1628,1.312716795,103.9341507,OPP EASTERN LAGOON II,None
1629,1.389306434,103.8655683,OPP DEDAP RD,None
1630,1.307599375,103.79429,BLK 9,None
1631,1.391375654,103.7451666,BLK 702,None
1632,1.325449126,103.9421108,BLK 55,None
1633,1.305031505,103.6968646,OPP TANOTO SHIPYARD,None
1634,1.367159021,103.8963638,BLK 308,None
1635,1.434291516,103.8391983,BLK 236,None
1636,1.323155547,103.881469,BLK 125,None
1637,1.355746942,103.8413397,OPP WHITLEY SEC SCH,None
1638,1.344274891,103.8477907,OPP BLK 1004,None
1639,1.430833959,103.8005755,OPP TWINS FOUNTAIN,None
1640,1.431057784,103.800495,TWINS FOUNTAIN,None
1641,1.335499664,103.9532101,OPP ITE COLL EAST TEC BLK,None
1642,1.300317706,103.8387003,SOMERSET STN,None
1643,1.43033165,103.7948529,BLK 583,None
1644,1.376839891,103.7362876,BLK 464,None
1645,1.314731859,103.9189692,BEF ROSEBURN AVE,None
1646,1.436581581,103.7081195,BEF LIM CHU KANG LANE 6,None
1647,1.434930184,103.8303063,OPP BLK 121,None
1648,1.416562796,103.7513767,ASIA RATTAN,None
1649,1.350458941,103.8717396,SERANGOON INT,None
1650,1.357120498,103.965174,OPP PALM ISLES,None
1651,1.30520069,103.6255704,BEF TUAS STH AVE 6,None
1652,1.334654368,103.6978948,OPP BLK 655 CP,None
1653,1.431889892,103.7719592,BLK 402,None
1654,1.334989856,103.7092228,BEECHAM PTE LTD,None
1655,1.387755476,103.8699015,THE GREENWICH,None
1656,1.385402386,103.6974396,AFT MURAI FARMWAY,None
1657,1.387004042,103.7605836,WEST SPRING SEC SCH,None
1658,1.318758962,103.8464767,REVIVAL CTR CH,None
1659,1.314038622,103.8873457,AFT LOR 34 GEYLANG,None
1660,1.369442227,103.8286233,BEF ANG MO KIO AVE 1,None
1661,1.347020921,103.9328165,OPP TEMASEK POLY,None
1662,1.354949273,103.9509261,BLK 230B,None
1663,1.357362853,103.7531352,BT GOMBAK STADIUM,None
1664,1.382932986,103.8891054,AFT BUANGKOK DR,None
1665,1.395875806,103.8803794,BLK 471A,None
1666,1.349753422,103.9341197,BLK 827,None
1667,1.386041677,103.9063122,BLK 121E,None
1668,1.302470756,103.9147815,OPP CP C3,None
1669,1.337205463,103.7522927,ALLIANCE BLDG,None
1670,1.442763963,103.8304192,OPP CANBERRA STN,None
1671,1.349299702,103.8373499,SHUNFU EST,None
1672,1.327019256,103.8673428,AFT MOONSTONE LANE,None
1673,1.367586278,103.7501228,BT BATOK DRIVING CTR,None
1674,1.431651871,103.798188,AFT WOODLANDS DR 53,None
1675,1.309122874,103.6749908,OPP KEPPEL LOGISTICS,None
1676,1.310395635,103.8717963,LOR 1 GEYLANG TER,None
1677,1.398544573,103.699667,AFT LP 93,None
1678,1.410003598,103.7664596,POLICE TACTICAL TRG CAMP,None
1679,1.276443408,103.6357358,OPP SLS,None
1680,1.351090947,103.8821352,THE MINTON,None
1681,1.442610621,103.8301515,CANBERRA STN,None
1682,1.395423382,103.8809707,OPP BLK 471A,None
1683,1.367860775,103.8318029,AFT ANG MO KIO AVE 2,None
1684,1.367943523,103.9517112,BLK 555,None
1685,1.431531333,103.7981004,BLK 573A,None
1686,1.393796873,103.8693033,BLK 459B,None
1687,1.392876367,103.8689757,OPP BLK 459B,None
1688,1.287959983,103.7787534,S'PORE SCIENCE PK II,None
1689,1.450710781,103.8102582,OPP BLK 20,None
1690,1.346853721,103.8416563,OPP BOSCH,None
1691,1.276300614,103.8312675,OPP MELATI BLK 2,None
1692,1.429339313,103.7472342,WASON WOOD IND,None
1693,1.368902932,103.8582652,OPP BLK 565,None
1694,1.429265085,103.7979795,OPP WOODGROVE SEC SCH,None
1695,1.377407865,103.8716362,OPP SEAGATE,None
1696,1.36496026,103.9618283,AFT BLK 182,None
1697,1.338615873,103.6474594,OPP ASIA-PACIFIC BREWERY,None
1698,1.374980747,103.897803,PUNGGOL PK,None
1699,1.385986444,103.9035114,BLK 119D,None
1700,1.345494564,103.946999,OPP TAMPINES CHANGKAT CC,None
1701,1.284917324,103.8209955,BLK 116,None
1702,1.348742876,103.7521192,BLK 644,None
1703,1.272358454,103.838523,OPP FORMER RAILWAY STN,None
1704,1.346481647,103.7214683,OPP BLK 515,None
1705,1.34861176,103.8804426,AFT PAYA LEBAR CRES,None
1706,1.275660425,103.8068263,BLK 92B,None
1707,1.307788949,103.6986514,NATL OXYGEN PTE LTD,None
1708,1.326135621,103.7659228,SUNSET WAY P/G,None
1709,1.367805852,103.8506034,BLK 422,None
1710,1.429269944,103.7750982,FUCHUN CC,None
1711,1.382991956,103.8895838,BEF BUANGKOK DR,None
1712,1.280197034,103.8495396,OPP SO SOFITEL S'PORE,None
1713,1.272182286,103.8339316,KEPPEL WORKSHOP,None
1714,1.386076012,103.8950668,OPP BLK 203A,None
1715,1.390984352,103.8769841,OPP FERNVALE STN,None
1716,1.37367159,103.9561062,BLK 405,None
1717,1.295529083,103.6709645,KEPPEL SHIPYARD,None
1718,1.314728032,103.7180428,BEF JURONG PORT RD,None
1719,1.32805373,103.7514612,AFT BOON LAY SUB STN,None
1720,1.405582233,103.8079833,UPP SELETAR RESVR,None
1721,1.396721341,103.9146495,BLK 162B,None
1722,1.398885572,103.906767,COVE STN EXIT B,None
1723,1.448005599,103.8095567,BLK 15,None
1724,1.300956003,103.7726729,NUS RAFFLES HALL,None
1725,1.338874927,103.7241396,CHINESE GDN,None
1726,1.383577575,103.7659767,OPP BLK 502,None
1727,1.370793585,103.8456581,BEF AL-MUTTAQIN MQUE,None
1728,1.362444561,103.8677486,CHUAN TERR,None
1729,1.3480761,103.9451798,BLK 141,None
1730,1.276788712,103.840568,MARITIME HSE,None
1731,1.454733011,103.8008367,BEF ADMIRALTY RD WEST,None
1732,1.314953397,103.6537868,OPP TRUSSCO PTE LTD,None
1733,1.34247722,103.7143923,BLK 200,None
1734,1.35996161,103.8739416,BEF TAI SENG CHR CH,None
1735,1.344472444,103.7274582,OPP JURONG LAKE,None
1736,1.362700595,103.8876205,OPP GLAD TIDINGS CH,None
1737,1.417806674,103.8377196,BLK 630,None
1738,1.304813883,103.6921491,FAR EAST LEVINGSTON,None
1739,1.385290823,103.8232522,BEF TAGORE DR,None
1740,1.304031634,103.8587842,STAMFORD PR SCH,None
1741,1.356096237,103.9654766,PARC OLYMPIA,None
1742,1.453326082,103.8108829,OPP BLK 22,None
1743,1.281644462,103.8092369,BLK 110,None
1744,1.334661978,103.7009672,OPP BLK 657 CP,None
1745,1.328735114,103.9055153,EUNOS MANSIONS,None
1746,1.428554307,103.830569,BLK 731,None
1747,1.290625895,103.8235321,GAN ENG SENG SEC SCH,None
1748,1.396489721,103.9092147,MERDIAN STN EXIT A,None
1749,1.323942057,103.8515459,AFT PEGU RD,None
1750,1.324669091,103.6956638,HOE KENG MOTOR,None
1751,1.32546208,103.9111113,BLK 102,None
1752,1.313538405,103.8848321,AFT LOR 28 GEYLANG,None
1753,1.389103526,103.8437626,NCS HUB,None
1754,1.335900069,103.8705066,OPP WOODLEIGH PK,None
1755,1.265956337,103.8224083,OPP VIVOCITY,None
1756,1.337777377,103.6971496,PIONEER STN EXIT B,None
1757,1.402089663,103.8273667,BEF SG SELETAR BRIDGE,None
1758,1.355018573,103.9891614,CHANGI AIRPORT PTB2,None
1759,1.383376795,103.9781707,BEF SCH OF COMMANDO,None
1760,1.324892799,103.8509451,SHAW PLAZA,None
1761,1.346542158,103.7567725,KEMING PR SCH,None
1762,1.462133602,103.8379316,SEMBAWANG PK,None
1763,1.319090233,103.7105255,AFT JLN PESAWAT,None
1764,1.29812759,103.8823923,DUNMAN HIGH SCH,None
1765,1.286975782,103.8454171,OPP HONG LIM PK,None
1766,1.421827797,103.7032618,OPP NEO TIEW RD,None
1767,1.284035226,103.8452605,OPP HONG LIM CPLX,None
1768,1.346091354,103.734211,BLK 306,None
1769,1.322692711,103.874069,AFT INFINEON,None
1770,1.434899817,103.7755111,BLK 154,None
1771,1.380631566,103.8323027,AFT MUNSHI ADULLAH AVE,None
1772,1.274883257,103.8213632,OPP BLK 27,None
1773,1.384041928,103.9042872,OPP BLK 119A,None
1774,1.3902325,103.9930284,BEF CHANGI BEACH CP 3,None
1775,1.350665691,103.7185268,BLK 502,None
1776,1.427476271,103.7738004,BLK 425,None
1777,1.439234147,103.8037864,BLK 681A,None
1778,1.325098146,103.6514374,JAS METAL COATINGS,None
1779,1.327557905,103.9252002,BLK 42,None
1780,1.290880809,103.8118157,OPP MOTOR IMAGE,None
1781,1.311587528,103.7635212,BLK 426,None
1782,1.346338438,103.7212701,BLK 515,None
1783,1.415104351,103.7002464,OPP TRACK 13,None
1784,1.343810047,103.7106053,BLK 188,None
1785,1.32249593,103.8768542,AFT KALLANG WAY 1,None
1786,1.31032356,103.8585966,AFT ALLENBY RD,None
1787,1.324917637,103.7589817,AFT TOH TUCK AVE,None
1788,1.37896836,103.847267,NANYANG POLY,None
1789,1.333499432,103.8378757,OPP SLF CPLX,None
1790,1.316575431,103.7353915,AFT PENJURU PL,None
1791,1.332320722,103.8950732,OPP HDB CP,None
1792,1.284444482,103.8491814,OCBC CTR,None
1793,1.373169335,103.948372,AFT PASIR RIS ST 53,None
1794,1.42405484,103.8315851,OPP BLK 774,None
1795,1.385890384,103.8476765,ANG MO KIO DEPOT,None
1796,1.384883331,103.7628818,BLK 537A CP,None
1797,1.440353195,103.8381466,BLK 289,None
1798,1.291973474,103.7686045,AFT PALM GREEN CONDO,None
1799,1.317479828,103.6300912,AFT TUAS STH AVE 2,None
1800,1.462254389,103.8038947,AFT SENOKO DR,None
1801,1.318460504,103.7465859,BLK 411,None
1802,1.436920241,103.785713,WOODLANDS REG INT,None
1803,1.318024594,103.6765925,SING HUAT HARDWARE,None
1804,1.447210661,103.814541,OPP BLK 336A CP,None
1805,1.370022551,103.8745392,BLK 151,None
1806,1.31390796,103.8818729,OPP KH PLAZA,None
1807,1.35024307,103.9524009,BLK 285,None
1808,1.272458416,103.8237738,BLK 40,None
1809,1.327904926,103.6910982,SKK (S) PTE LTD,None
1810,1.304879602,103.7031317,JURONG SHIPYARD,None
1811,1.318928284,103.9122803,MJD KASSIM,None
1812,1.375523942,103.9375957,OPP BLKS 771/772,None
1813,1.423188246,103.8441147,BET BLKS 445/449,None
1814,1.289514574,103.6273689,AFT TUAS VIEW CRES,None
1815,1.323528071,103.912678,KG KEMBANGAN CC,None
1816,1.361965808,103.7474517,BLK 324,None
1817,1.348169047,103.6985892,BLK 749,None
1818,1.326650612,103.9513022,OPP MAN FATT LAM TP,None
1819,1.335285603,103.7089656,OPP BEECHAM PTE LTD,None
1820,1.315622736,103.858958,BEF S'GOON RD,None
1821,1.388897467,103.9873588,BLK 4,None
1822,1.298150472,103.6685669,S'PORE TAKADA IND,None
1823,1.343945961,103.7586862,BLK 289E,None
1824,1.368367138,103.8626234,OPP PORTCHESTER AVE,None
1825,1.355642495,103.9360065,BLK 863,None
1826,1.411902897,103.7579025,AFT W'LANDS RD,None
1827,1.354902283,103.943558,TAMPINES INT,None
1828,1.321035012,103.7802853,OPP PANDAN VALLEY CONDO,None
1829,1.377963903,103.8966353,BLK 458,None
1830,1.295626424,103.7941327,AFT WHITCHURCH RD,None
1831,1.423354877,103.846914,OPP BLK 419,None
1832,1.3288154,103.8869685,BLK 36,None
1833,1.384429924,103.9022963,KANGKAR STN EXIT A,None
1834,1.365864017,103.9753677,CHANGI BAPTIST CH,None
1835,1.432414282,103.7744897,MARSILING STN,None
1836,1.423814652,103.7586059,S'PORE TURF CLUB,None
1837,1.344776649,103.8709854,AFT SUNSHINE LODGE,None
1838,1.33208253,103.9343126,BLK 109,None
1839,1.354721884,103.8658223,CARDIFF RESIDENCE,None
1840,1.302342884,103.7647943,WEST COAST CC,None
1841,1.322907896,103.6773539,LIANG HUAT IND CPLX,None
1842,1.436443238,103.7738256,OPP BLK 146,None
1843,1.324525789,103.6957672,AFT PIONEER RD NTH,None
1844,1.351852764,103.9679462,AFT VICOM,None
1845,1.302562448,103.7828546,OPP ACS BOARDING SCH,None
1846,1.290910284,103.8241094,OPP GAN ENG SENG SEC SCH,None
1847,1.37753017,103.8814828,HOUGANG PR SCH,None
1848,1.352234731,103.9679414,AFT UPP CHANGI RD NTH,None
1849,1.349681151,103.7196725,BLK 458,None
1850,1.291784605,103.8552789,OPP WAR MEMORIAL PK,None
1851,1.391744311,103.8182233,BEF SLE,None
1852,1.313987996,103.711932,BEF JURONG PIER RD,None
1853,1.297547176,103.778003,OPP UNIVERSITY HALL,None
1854,1.430651597,103.7827789,AFT BLK 336,None
1855,1.315823175,103.8861371,BLK 134,None
1856,1.379546039,103.885604,OPP BLK 579,None
1857,1.305549055,103.8605688,OPP BLK 461,None
1858,1.306336717,103.8143504,AFT MIN OF FOREIGN AFFAIRS,None
1859,1.375645959,103.9767273,AFT ENGINE TEST FACILITY,None
1860,1.324682211,103.6856398,LEROY-SOMER,None
1861,1.281099286,103.8252219,BLK 104,None
1862,1.279045911,103.8386938,OUTRAM PK STN EXIT F / SGH,None
1863,1.368458564,103.8762235,BEF YIO CHU KANG CHAPEL,None
1864,1.346041074,103.7676723,AFT BT BATOK EAST AVE 6,None
1865,1.275309787,103.8431265,TG PAGAR PLAZA,None
1866,1.311492864,103.9503758,AFT E.C. SEA SPORTS CLUB,None
1867,1.286670044,103.8058074,PK HOTEL ALEXANDRA,None
1868,1.40497148,103.896983,BEF SOO TECK STN,None
1869,1.288372788,103.7931547,NORMANTON PK,None
1870,1.317664802,103.6509377,BEF PENGUIN INT'L LTD,None
1871,1.447021402,103.7692663,W'LANDS CHECKPT,None
1872,1.431853117,103.7476003,ENG HUA FURNITURE MFG PTE LTD,None
1873,1.404535007,103.8972325,AFT SOO TECK STN,None
1874,1.332974306,103.7204217,OPP BLK 178,None
1875,1.333256963,103.7205579,BLK 178,None
1876,1.30080001,103.7699121,THE JAPANESE PR SCH,None
1877,1.384102974,103.8807052,BLK 998B,None
1878,1.3920016,103.7467485,BLK 754,None
1879,1.357703429,103.9362731,POI CHING SCH,None
1880,1.308642821,103.6320931,RS COMPONENTS,None
1881,1.365203112,103.7685784,OPP DAIRY FARM EST STH GATE,None
1882,1.428635805,103.7883389,OPP BLK 567B,None
1883,1.299235589,103.8586705,OPP THE GATEWAY,None
1884,1.287413575,103.8234095,OPP TIONG BAHRU PK,None
1885,1.374528812,103.8509014,OPP BLK 507,None
1886,1.328539614,103.870508,AFT TAI THONG CRES,None
1887,1.30401947,103.8220589,OPP BRITISH HIGH COMSN,None
1888,1.371982467,103.8768952,GRACEHAVEN S ARMY,None
1889,1.317088971,103.7199236,CWT DISTRIPARK,None
1890,1.329316215,103.8437657,OPP TRELLIS TWRS,None
1891,1.375187379,103.8747306,OPP BLK 531,None
1892,1.36625863,103.8749469,BLK 133,None
1893,1.396505391,103.8731333,AFT ABUNDANT GRACE CH,None
1894,1.304762268,103.9028934,OPP ROXY SQ,None
1895,1.328332336,103.9228043,OPP BLKS 50/51,None
1896,1.384010278,103.8930407,BUANGKOK STN EXIT A,None
1897,1.31281728,103.7668534,BLK 329,None
1898,1.391627379,103.7405097,BLK 523,None
1899,1.291113271,103.8078527,LEA HIN HARDWARE FTY,None
1900,1.292695489,103.8609353,PROMENADE STN,None
1901,1.271165549,103.8095186,OPP TELOK BLANGAH STN,None
1902,1.323616193,103.8870269,BLK 90,None
1903,1.312815326,103.9199982,BEF FRANKEL PL,None
1904,1.326612277,103.7387514,CARRIER S'PORE,None
1905,1.374181608,103.8788189,BLK 941A,None
1906,1.275759985,103.8134164,BLK 59,None
1907,1.398888973,103.9047508,BLK 102C,None
1908,1.325922341,103.6472336,AFT TUAS AVE 8,None
1909,1.404279883,103.8655312,ROLLS ROYCE PTE LTD,None
1910,1.369487905,103.9512329,BLK 541,None
1911,1.330047731,103.9620146,CEVA FREIGHT,None
1912,1.328173697,103.8945294,BLK 3021,None
1913,1.369141927,103.969751,OPP LOYANG VALLEY,None
1914,1.377684712,103.7510014,BLK 113,None
1915,1.35367436,103.956436,BLK 307A,None
1916,1.330339332,103.6749359,OPP PASIR LABA CAMP,None
1917,1.41426814,103.7551812,OPP JLN BUMBONG,None
1918,1.375968498,103.9410665,BLK 638,None
1919,1.33255187,103.7232557,BLK 65,None
1920,1.376848825,103.8348345,HORIZON GDNS,None
1921,1.291790853,103.8021067,BLK 163,None
1922,1.460502146,103.8061107,SUMITOMO BAKELITE S'PORE,None
